Time,VAV SYS 1:DesPer 1:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Heat Cap [W],VAV SYS 1:DesPer 1:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 1:Des Sens Cool Cap [W],VAV SYS 1:DesPer 1:Des Tot Cool Cap [W],VAV SYS 1:DesPer 2:Des Heat Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Heat Cap [W],VAV SYS 1:DesPer 2:Des Cool Mass Flow [kg/s],VAV SYS 1:DesPer 2:Des Sens Cool Cap [W],VAV SYS 1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.047629E+03,8.305129E+03
00:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.997540E+03,8.253463E+03
00:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.947451E+03,8.201793E+03
01:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.897362E+03,8.150127E+03
01:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.863970E+03,8.115679E+03
01:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.830577E+03,8.081235E+03
01:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.797184E+03,8.046787E+03
02:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.763792E+03,8.012343E+03
02:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.738747E+03,7.986511E+03
02:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.713703E+03,7.960678E+03
02:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.688658E+03,7.934841E+03
03:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.663613E+03,7.909009E+03
03:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.638569E+03,7.883176E+03
03:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.613524E+03,7.857343E+03
03:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.588480E+03,7.831507E+03
04:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.563435E+03,7.805674E+03
04:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.546739E+03,7.788453E+03
04:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.530043E+03,7.771232E+03
04:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.513346E+03,7.754006E+03
05:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.496650E+03,7.736784E+03
05:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.513346E+03,7.754006E+03
05:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.530043E+03,7.771232E+03
05:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.546739E+03,7.788453E+03
06:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.563435E+03,7.805674E+03
06:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.621873E+03,7.865955E+03
06:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.680310E+03,7.926230E+03
06:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,2.738747E+03,7.986511E+03
07:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.110705E-01,2.802247E+03,8.054199E+03
07:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.329385E-01,3.156411E+03,8.512107E+03
07:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.586636E-01,3.555579E+03,9.024125E+03
07:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.815659E-01,3.932584E+03,9.494346E+03
08:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.993528E-01,4.261429E+03,9.891681E+03
08:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,4.505750E-01,5.014140E+03,1.088748E+04
08:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,5.002216E-01,5.863877E+03,1.204582E+04
08:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,5.491321E-01,6.769576E+03,1.329395E+04
09:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,5.975981E-01,7.721272E+03,1.455167E+04
09:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,6.689379E-01,8.871696E+03,1.622885E+04
09:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,7.548588E-01,1.009562E+04,1.802721E+04
09:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,8.307296E-01,1.113951E+04,1.949460E+04
10:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.080197E-01,1.215071E+04,2.089833E+04
10:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.299372E-01,1.254275E+04,2.131174E+04
10:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.485790E-01,1.289733E+04,2.171961E+04
10:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.641232E-01,1.321629E+04,2.207704E+04
11:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.772827E-01,1.350771E+04,2.240378E+04
11:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.719348E-01,1.351632E+04,2.233422E+04
11:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.628586E-01,1.348184E+04,2.215584E+04
11:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.510700E-01,1.341598E+04,2.195311E+04
12:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.371207E-01,1.332500E+04,2.175380E+04
12:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.062617E-01,1.299521E+04,2.125013E+04
12:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,8.733700E-01,1.264231E+04,2.061010E+04
12:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,8.407088E-01,1.229234E+04,1.996489E+04
13:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,8.087794E-01,1.195118E+04,1.938502E+04
13:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,8.377953E-01,1.235683E+04,1.986082E+04
13:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,8.724999E-01,1.282821E+04,2.057601E+04
13:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.107470E-01,1.333928E+04,2.139510E+04
14:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.521746E-01,1.388523E+04,2.222940E+04
14:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.734222E-01,1.415587E+04,2.263671E+04
14:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.959301E-01,1.444161E+04,2.311082E+04
14:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.019263E+00,1.473740E+04,2.360089E+04
15:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.044126E+00,1.505157E+04,2.408220E+04
15:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.053839E+00,1.511372E+04,2.419331E+04
15:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.062433E+00,1.516285E+04,2.428162E+04
15:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.069758E+00,1.519711E+04,2.434600E+04
16:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.074402E+00,1.520037E+04,2.436174E+04
16:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.067125E+00,1.505078E+04,2.415882E+04
16:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.056123E+00,1.485745E+04,2.392749E+04
16:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.041328E+00,1.461914E+04,2.364175E+04
17:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.022395E+00,1.433146E+04,2.327829E+04
17:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.017559E+00,1.419190E+04,2.313216E+04
17:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,1.008870E+00,1.400767E+04,2.292030E+04
17:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.955532E-01,1.376972E+04,2.263425E+04
18:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,9.771333E-01,1.347233E+04,2.226846E+04
18:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,8.907081E-01,1.223910E+04,2.059519E+04
18:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,7.919840E-01,1.086829E+04,1.864251E+04
18:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,6.809561E-01,9.353788E+03,1.651045E+04
19:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,5.609629E-01,7.728136E+03,1.427578E+04
19:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,4.775520E-01,6.584614E+03,1.274305E+04
19:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.975839E-01,5.485523E+03,1.122927E+04
19:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.501708E-01,4.793112E+03,1.028836E+04
20:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.320074E-01,4.474807E+03,9.874136E+03
20:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.192865E-01,4.213934E+03,9.547121E+03
20:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,4.016018E+03,9.304076E+03
20:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.940884E+03,9.226574E+03
21:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.865750E+03,9.149067E+03
21:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.790617E+03,9.071559E+03
21:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.715483E+03,8.994053E+03
21:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.640350E+03,8.916547E+03
22:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.565216E+03,8.839046E+03
22:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.506779E+03,8.778763E+03
22:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.448342E+03,8.718479E+03
22:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.389905E+03,8.658202E+03
23:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.331467E+03,8.597919E+03
23:15:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.273030E+03,8.537636E+03
23:30:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.214593E+03,8.477358E+03
23:45:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.156156E+03,8.417077E+03
24:00:00,5.072261E-01,9.493628E+03,3.105723E-01,0.000000E+00,0.000000E+00,3.105723E-01,0.000000E+00,3.105723E-01,3.097719E+03,8.356799E+03
Coinc Peak   ,5.072261E-01,1.074402E+00,9.493628E+03,1.685804E+04
NonCoinc Peak,5.072261E-01,1.235015E+00,9.493628E+03,1.685804E+04
